PIXEL,LABEL
159122,Indiana Township
159123,Indiana Township
159124,Indiana Township
159125,Harmar Township
159125,Indiana Township
159126,Harmar Township
159127,Harmar Township
159128,Fox Chapel Borough
159128,Harmar Township
159129,Fox Chapel Borough
159129,Harmar Township
159129,O Hara Township
159129,Oakmont Borough
159130,Harmar Township
159130,O Hara Township
159130,Oakmont Borough
159131,O Hara Township
159131,Oakmont Borough
159131,Verona Borough
159132,Blawnox Borough
159132,O Hara Township
159132,Verona Borough
159133,Blawnox Borough
159133,O Hara Township
159133,Penn Hills Municipality
159133,Verona Borough
159134,Penn Hills Municipality
159135,Penn Hills Municipality
159136,Penn Hills Municipality
159137,Churchill Borough
159137,Penn Hills Municipality
159137,Wilkinsburg Borough
159138,Churchill Borough
159138,Penn Hills Municipality
159138,Wilkinsburg Borough
159139,Churchill Borough
159139,Forest Hills Borough
159140,Churchill Borough
159140,Forest Hills Borough
159140,Wilkins Township
159141,Braddock Hills Borough
159141,Forest Hills Borough
159141,Wilkins Township
159142,Braddock Hills Borough
159142,Chalfant Borough
159142,Forest Hills Borough
159142,North Braddock Borough
159143,East Pittsburgh Borough
159143,North Braddock Borough
159144,East Pittsburgh Borough
159144,North Braddock Borough
159144,North Versailles Township
159145,Duquesne
159145,North Braddock Borough
159145,North Versailles Township
159146,Duquesne
159146,North Versailles Township
159147,Duquesne
159148,Duquesne
159148,McKeesport
159148,West Mifflin Borough
159149,McKeesport
159150,McKeesport
159151,Liberty Borough
159151,McKeesport
159152,Liberty Borough
159152,Lincoln Borough
159152,McKeesport
159152,Versailles Borough
159153,Liberty Borough
159153,Lincoln Borough
159153,Versailles Borough
159154,Elizabeth Township
159154,Lincoln Borough
159155,Lincoln Borough
159156,Elizabeth Township
159156,Lincoln Borough
159157,Elizabeth Township
159157,Lincoln Borough
159158,Elizabeth Township
159159,Elizabeth Township
159160,Elizabeth Township
159161,Elizabeth Township
159162,Elizabeth Township
159163,Elizabeth Township
159163,Forward Township
159164,Elizabeth Township
159164,Forward Township
159165,Elizabeth Township
159165,Forward Township
159166,
160112,
160113,West Deer Township
160114,West Deer Township
160115,West Deer Township
160116,West Deer Township
160117,West Deer Township
160118,West Deer Township
160119,West Deer Township
160120,West Deer Township
160121,Indiana Township
160121,West Deer Township
160122,Indiana Township
160123,Indiana Township
160124,Indiana Township
160125,Harmar Township
160125,Indiana Township
160126,Harmar Township
160127,Harmar Township
160128,Harmar Township
160129,Harmar Township
160129,Oakmont Borough
160129,Plum Borough
160130,Oakmont Borough
160131,Oakmont Borough
160131,Penn Hills Municipality
160131,Verona Borough
160132,Penn Hills Municipality
160132,Verona Borough
160133,Penn Hills Municipality
160133,Verona Borough
160134,Penn Hills Municipality
160135,Penn Hills Municipality
160136,Penn Hills Municipality
160137,Penn Hills Municipality
160138,Churchill Borough
160138,Penn Hills Municipality
160139,Churchill Borough
160140,Churchill Borough
160140,Wilkins Township
160141,Churchill Borough
160141,Forest Hills Borough
160141,Wilkins Township
160142,Chalfant Borough
160142,Forest Hills Borough
160142,North Braddock Borough
160142,Turtle Creek Borough
160142,Wilkins Township
160143,Chalfant Borough
160143,East Pittsburgh Borough
160143,North Braddock Borough
160143,North Versailles Township
160143,Turtle Creek Borough
160143,Wilkins Township
160144,East Pittsburgh Borough
160144,North Versailles Township
160145,North Versailles Township
160146,Duquesne
160146,North Versailles Township
160147,Duquesne
160147,McKeesport
160147,North Versailles Township
160148,Duquesne
160148,McKeesport
160148,North Versailles Township
160148,White Oak Borough
160149,McKeesport
160149,White Oak Borough
160150,McKeesport
160150,White Oak Borough
160151,McKeesport
160152,McKeesport
160152,Versailles Borough
160153,Elizabeth Township
160153,Lincoln Borough
160153,Versailles Borough
160154,Elizabeth Township
160154,Lincoln Borough
160155,Elizabeth Township
160155,Lincoln Borough
160156,Elizabeth Township
160156,Lincoln Borough
160157,Elizabeth Township
160158,Elizabeth Township
160159,Elizabeth Township
160160,Elizabeth Township
160161,Elizabeth Township
160162,Elizabeth Township
160163,Elizabeth Township
160164,Elizabeth Township
160165,
160166,
161112,
161113,West Deer Township
161114,West Deer Township
161115,West Deer Township
161116,West Deer Township
161117,West Deer Township
161118,West Deer Township
161119,West Deer Township
161120,West Deer Township
161121,Indiana Township
161121,West Deer Township
161122,Indiana Township
161123,Indiana Township
161124,Indiana Township
161125,Harmar Township
161125,Indiana Township
161126,Harmar Township
161127,Harmar Township
161128,Harmar Township
161128,Plum Borough
161129,Harmar Township
161129,Oakmont Borough
161129,Plum Borough
161130,Oakmont Borough
161130,Plum Borough
161131,Oakmont Borough
161131,Penn Hills Municipality
161132,Penn Hills Municipality
161133,Penn Hills Municipality
161134,Penn Hills Municipality
161135,Penn Hills Municipality
161136,Penn Hills Municipality
161137,Penn Hills Municipality
161138,Churchill Borough
161138,Penn Hills Municipality
161138,Wilkins Township
161139,Churchill Borough
161139,Penn Hills Municipality
161139,Wilkins Township
161140,Churchill Borough
161140,Wilkins Township
161141,Churchill Borough
161141,Monroeville Municipality
161141,Wilkins Township
161142,Monroeville Municipality
161142,Turtle Creek Borough
161142,Wilkins Township
161143,North Versailles Township
161143,Turtle Creek Borough
161143,Wilmerding Borough
161144,North Versailles Township
161145,North Versailles Township
161146,North Versailles Township
161147,North Versailles Township
161148,McKeesport
161148,North Versailles Township
161148,White Oak Borough
161149,McKeesport
161149,White Oak Borough
161150,McKeesport
161150,White Oak Borough
161151,McKeesport
161151,White Oak Borough
161152,Elizabeth Township
161152,McKeesport
161152,Versailles Borough
161152,White Oak Borough
161153,Elizabeth Township
161153,Versailles Borough
161154,Elizabeth Township
161155,Elizabeth Township
161156,Elizabeth Township
161157,Elizabeth Township
161158,Elizabeth Township
161159,Elizabeth Township
161160,Elizabeth Township
161161,Elizabeth Township
161162,Elizabeth Township
161163,Elizabeth Township
161164,Elizabeth Township
161165,
162112,
162113,Fawn Township
162113,West Deer Township
162114,Fawn Township
162114,West Deer Township
162115,Fawn Township
162115,West Deer Township
162116,Fawn Township
162116,Frazer Township
162116,West Deer Township
162117,Frazer Township
162117,West Deer Township
162118,Frazer Township
162118,West Deer Township
162119,Frazer Township
162119,West Deer Township
162120,Frazer Township
162120,West Deer Township
162121,Frazer Township
162121,Indiana Township
162121,West Deer Township
162122,Frazer Township
162122,Indiana Township
162123,Frazer Township
162123,Indiana Township
162124,Frazer Township
162124,Indiana Township
162125,Frazer Township
162125,Harmar Township
162125,Indiana Township
162125,Springdale Township
162126,Harmar Township
162126,Springdale Township
162127,Harmar Township
162128,Harmar Township
162128,Plum Borough
162129,Oakmont Borough
162129,Plum Borough
162130,Oakmont Borough
162130,Penn Hills Municipality
162130,Plum Borough
162131,Oakmont Borough
162131,Penn Hills Municipality
162131,Plum Borough
162132,Penn Hills Municipality
162133,Penn Hills Municipality
162134,Penn Hills Municipality
162135,Penn Hills Municipality
162136,Penn Hills Municipality
162137,Penn Hills Municipality
162138,Penn Hills Municipality
162139,Penn Hills Municipality
162139,Wilkins Township
162140,Wilkins Township
162141,Monroeville Municipality
162141,Turtle Creek Borough
162141,Wilkins Township
162142,Monroeville Municipality
162142,Turtle Creek Borough
162143,Monroeville Municipality
162143,North Versailles Township
162143,Turtle Creek Borough
162143,Wilmerding Borough
162144,Monroeville Municipality
162144,North Versailles Township
162144,Wilmerding Borough
162145,East McKeesport Borough
162145,North Versailles Township
162145,Wilmerding Borough
162146,East McKeesport Borough
162146,North Versailles Township
162147,North Versailles Township
162148,North Versailles Township
162148,White Oak Borough
162149,White Oak Borough
162150,White Oak Borough
162151,White Oak Borough
162152,Elizabeth Township
162152,McKeesport
162152,White Oak Borough
162153,Elizabeth Township
162154,Elizabeth Township
162154,South Versailles Township
162155,Elizabeth Township
162155,South Versailles Township
162156,Elizabeth Township
162157,Elizabeth Township
162158,Elizabeth Township
162159,Elizabeth Township
162160,Elizabeth Township
162161,Elizabeth Township
162162,Elizabeth Township
162163,Elizabeth Township
162164,Elizabeth Township
162165,
163112,
163113,Fawn Township
163114,Fawn Township
163115,Fawn Township
163116,Fawn Township
163116,Frazer Township
163117,Frazer Township
163118,Frazer Township
163119,Frazer Township
163120,Frazer Township
163121,Frazer Township
163122,Frazer Township
163123,Frazer Township
163124,Frazer Township
163125,Frazer Township
163125,Springdale Township
163126,Harmar Township
163126,Springdale Township
163127,Cheswick Borough
163127,Harmar Township
163127,Springdale Township
163128,Cheswick Borough
163128,Harmar Township
163128,Plum Borough
163129,Plum Borough
163130,Penn Hills Municipality
163130,Plum Borough
163131,Penn Hills Municipality
163131,Plum Borough
163132,Penn Hills Municipality
163133,Penn Hills Municipality
163134,Penn Hills Municipality
163135,Penn Hills Municipality
163136,Penn Hills Municipality
163137,Penn Hills Municipality
163138,Monroeville Municipality
163138,Penn Hills Municipality
163139,Monroeville Municipality
163139,Penn Hills Municipality
163139,Wilkins Township
163140,Monroeville Municipality
163140,Wilkins Township
163141,Monroeville Municipality
163141,Wilkins Township
163142,Monroeville Municipality
163143,Monroeville Municipality
163144,East McKeesport Borough
163144,Monroeville Municipality
163144,North Versailles Township
163144,Wall Borough
163144,Wilmerding Borough
163145,East McKeesport Borough
163145,North Versailles Township
163145,Wilmerding Borough
163146,North Versailles Township
163147,North Versailles Township
163148,North Versailles Township
163148,White Oak Borough
163149,White Oak Borough
163150,White Oak Borough
163151,White Oak Borough
163152,Elizabeth Township
163152,South Versailles Township
163152,White Oak Borough
163153,Elizabeth Township
163153,South Versailles Township
163153,White Oak Borough
163154,Elizabeth Township
163154,South Versailles Township
163155,Elizabeth Township
163155,South Versailles Township
163156,Elizabeth Township
163157,Elizabeth Township
163158,Elizabeth Township
163159,Elizabeth Township
163160,Elizabeth Township
163161,Elizabeth Township
163162,Elizabeth Township
163163,Elizabeth Township
163164,
164112,
164113,Fawn Township
164114,Fawn Township
164115,Fawn Township
164116,Fawn Township
164116,Frazer Township
164117,Frazer Township
164118,Frazer Township
164119,Frazer Township
164120,Frazer Township
164121,East Deer Township
164121,Frazer Township
164122,East Deer Township
164122,Frazer Township
164123,East Deer Township
164123,Frazer Township
164124,Frazer Township
164125,Frazer Township
164125,Springdale Township
164126,Springdale Township
164127,Cheswick Borough
164127,Springdale Borough
164127,Springdale Township
164128,Cheswick Borough
164128,Plum Borough
164128,Springdale Borough
164129,Plum Borough
164129,Springdale Borough
164130,Plum Borough
164131,Penn Hills Municipality
164131,Plum Borough
164132,Penn Hills Municipality
164132,Plum Borough
164133,Penn Hills Municipality
164133,Plum Borough
164134,Penn Hills Municipality
164135,Penn Hills Municipality
164136,Penn Hills Municipality
164137,Monroeville Municipality
164137,Penn Hills Municipality
164138,Monroeville Municipality
164138,Penn Hills Municipality
164139,Monroeville Municipality
164140,Monroeville Municipality
164141,Monroeville Municipality
164142,Monroeville Municipality
164143,Monroeville Municipality
164143,Pitcairn Borough
164144,Monroeville Municipality
164144,North Versailles Township
164144,Wall Borough
164145,North Versailles Township
164145,Wall Borough
164146,North Versailles Township
164147,North Versailles Township
164148,North Versailles Township
164148,White Oak Borough
164149,White Oak Borough
164150,White Oak Borough
164151,White Oak Borough
164152,South Versailles Township
164152,White Oak Borough
164153,Elizabeth Township
164153,South Versailles Township
164153,White Oak Borough
164154,Elizabeth Township
164154,South Versailles Township
164155,Elizabeth Township
164155,South Versailles Township
164156,Elizabeth Township
164157,Elizabeth Township
164158,Elizabeth Township
164159,Elizabeth Township
164160,
164161,
164162,Elizabeth Township
164163,Elizabeth Township
164164,
165112,
165113,Fawn Township
165114,Fawn Township
165115,Fawn Township
165116,Fawn Township
165116,Frazer Township
165117,Fawn Township
165117,Frazer Township
165118,Fawn Township
165118,Frazer Township
165119,Frazer Township
165120,Frazer Township
165121,East Deer Township
165121,Frazer Township
165121,Tarentum Borough
165122,East Deer Township
165123,East Deer Township
165123,Frazer Township
165124,East Deer Township
165124,Frazer Township
165125,East Deer Township
165125,Frazer Township
165125,Springdale Township
165126,Springdale Township
165127,Springdale Borough
165127,Springdale Township
165128,Plum Borough
165128,Springdale Borough
165129,Plum Borough
165129,Springdale Borough
165130,Plum Borough
165131,Plum Borough
165132,Plum Borough
165133,Penn Hills Municipality
165133,Plum Borough
165134,Penn Hills Municipality
165134,Plum Borough
165135,Penn Hills Municipality
165135,Plum Borough
165136,Penn Hills Municipality
165136,Plum Borough
165137,Monroeville Municipality
165137,Penn Hills Municipality
165137,Plum Borough
165138,Monroeville Municipality
165139,Monroeville Municipality
165140,Monroeville Municipality
165141,Monroeville Municipality
165141,Pitcairn Borough
165142,Monroeville Municipality
165142,Pitcairn Borough
165143,Monroeville Municipality
165143,Pitcairn Borough
165144,Monroeville Municipality
165144,North Versailles Township
165144,Pitcairn Borough
165144,Wall Borough
165145,Monroeville Municipality
165145,North Versailles Township
165145,Trafford Borough
165145,Wall Borough
165146,North Versailles Township
165146,Trafford Borough
165147,North Versailles Township
165148,North Versailles Township
165148,White Oak Borough
165149,White Oak Borough
165150,White Oak Borough
165151,White Oak Borough
165152,
165153,
165154,
165155,Elizabeth Township
165156,Elizabeth Township
165157,Elizabeth Township
165158,
165159,
165162,
165163,
165164,
166112,
166113,Fawn Township
166114,Fawn Township
166115,Fawn Township
166116,Fawn Township
166117,Fawn Township
166118,Fawn Township
166118,Frazer Township
166119,Fawn Township
166119,Frazer Township
166119,Tarentum Borough
166120,Frazer Township
166120,Tarentum Borough
166121,East Deer Township
166121,Frazer Township
166121,Tarentum Borough
166122,East Deer Township
166122,Tarentum Borough
166123,East Deer Township
166124,East Deer Township
166125,East Deer Township
166125,Frazer Township
166125,Springdale Township
166126,Springdale Township
166127,Plum Borough
166127,Springdale Borough
166127,Springdale Township
166128,Plum Borough
166128,Springdale Borough
166129,Plum Borough
166130,Plum Borough
166131,Plum Borough
166132,Plum Borough
166133,Plum Borough
166134,Plum Borough
166135,Plum Borough
166136,Plum Borough
166137,Monroeville Municipality
166137,Plum Borough
166138,Monroeville Municipality
166139,Monroeville Municipality
166140,Monroeville Municipality
166141,Monroeville Municipality
166142,Monroeville Municipality
166142,Pitcairn Borough
166143,Monroeville Municipality
166143,Pitcairn Borough
166144,Monroeville Municipality
166144,Trafford Borough
166145,Monroeville Municipality
166145,North Versailles Township
166145,Trafford Borough
166146,Trafford Borough
166147,
166148,
166149,
166150,
166151,
166155,
166156,
166157,
167112,
167113,Fawn Township
167114,Fawn Township
167115,Fawn Township
167116,Fawn Township
167117,Fawn Township
167118,Fawn Township
167119,Fawn Township
167119,Tarentum Borough
167120,Fawn Township
167120,Frazer Township
167120,Harrison Township
167120,Tarentum Borough
167121,Tarentum Borough
167122,East Deer Township
167122,Tarentum Borough
167123,
167124,
167125,
167126,
167127,Plum Borough
167128,Plum Borough
167129,Plum Borough
167130,Plum Borough
167131,Plum Borough
167132,Plum Borough
167133,Plum Borough
167134,Plum Borough
167135,Plum Borough
167136,Plum Borough
167137,Monroeville Municipality
167137,Plum Borough
167138,Monroeville Municipality
167139,Monroeville Municipality
167140,Monroeville Municipality
167141,Monroeville Municipality
167142,Monroeville Municipality
167143,Monroeville Municipality
167144,Monroeville Municipality
167144,Trafford Borough
167145,Monroeville Municipality
167145,Trafford Borough
167146,
167147,
167148,
167149,
167150,
167151,
167152,
168113,
168114,Fawn Township
168115,Fawn Township
168116,Fawn Township
168117,Fawn Township
168118,Fawn Township
168118,Harrison Township
168119,Fawn Township
168119,Harrison Township
168120,Brackenridge Borough
168120,Fawn Township
168120,Harrison Township
168120,Tarentum Borough
168121,Brackenridge Borough
168121,Tarentum Borough
168122,Tarentum Borough
168123,
168126,
168127,Plum Borough
168128,Plum Borough
168129,Plum Borough
168130,Plum Borough
168131,Plum Borough
168132,Plum Borough
168133,Plum Borough
168134,Plum Borough
168135,Plum Borough
168136,Plum Borough
168137,Monroeville Municipality
168137,Plum Borough
168138,Monroeville Municipality
168139,Monroeville Municipality
168140,Monroeville Municipality
168141,Monroeville Municipality
168142,Monroeville Municipality
168143,Monroeville Municipality
168144,Monroeville Municipality
168145,
168146,
168147,
168148,
168149,
168150,
168151,
168152,
169113,
169114,Fawn Township
169115,Fawn Township
169116,Fawn Township
169117,Fawn Township
169117,Harrison Township
169118,Fawn Township
169118,Harrison Township
169119,Harrison Township
169120,Brackenridge Borough
169120,Harrison Township
169121,Brackenridge Borough
169121,Harrison Township
169121,Tarentum Borough
169122,
169126,
169127,Plum Borough
169128,Plum Borough
169129,Plum Borough
169130,Plum Borough
169131,Plum Borough
169132,Plum Borough
169133,Plum Borough
169134,Plum Borough
169135,Plum Borough
169136,Plum Borough
169137,Monroeville Municipality
169137,Plum Borough
169138,Monroeville Municipality
169138,Plum Borough
169139,Monroeville Municipality
169140,Monroeville Municipality
169141,Monroeville Municipality
169142,Monroeville Municipality
169143,Monroeville Municipality
169144,Monroeville Municipality
169145,
169146,
169147,
169148,
169149,
169150,
169151,
170113,
170114,Fawn Township
170114,Harrison Township
170115,Fawn Township
170115,Harrison Township
170116,Fawn Township
170116,Harrison Township
170117,Fawn Township
170117,Harrison Township
170118,Harrison Township
170119,Harrison Township
170120,Harrison Township
170121,Harrison Township
170122,
170126,
170127,
170128,Plum Borough
170129,Plum Borough
170130,Plum Borough
170131,Plum Borough
170132,Plum Borough
170133,Plum Borough
170134,Plum Borough
170135,Plum Borough
170136,Plum Borough
170137,Plum Borough
170138,Monroeville Municipality
170138,Plum Borough
170139,Monroeville Municipality
170139,Plum Borough
170140,Monroeville Municipality
170141,Monroeville Municipality
170142,Monroeville Municipality
170143,Monroeville Municipality
170144,
170145,
170146,
170147,
170148,
170149,
170150,
170151,
171113,
171114,Fawn Township
171114,Harrison Township
171115,Harrison Township
171116,Harrison Township
171117,Harrison Township
171118,Harrison Township
171119,Harrison Township
171120,Harrison Township
171121,
171127,
171128,
171129,Plum Borough
171130,Plum Borough
171131,Plum Borough
171132,Plum Borough
171133,Plum Borough
171134,Plum Borough
171135,Plum Borough
171136,Plum Borough
171137,Plum Borough
171138,Monroeville Municipality
171138,Plum Borough
171139,Monroeville Municipality
171139,Plum Borough
171140,Monroeville Municipality
171141,Monroeville Municipality
171142,Monroeville Municipality
171143,
171144,
171145,
171146,
171147,
171148,
171149,
171150,
172113,
172114,Harrison Township
172115,Harrison Township
172116,Harrison Township
172117,Harrison Township
172118,Harrison Township
172119,Harrison Township
172120,
172128,
172129,
172130,Plum Borough
172131,Plum Borough
172132,Plum Borough
172133,Plum Borough
172134,Plum Borough
172135,Plum Borough
172136,
172137,
172138,
172139,
172140,
172141,
172142,
172143,
172144,
172145,
172146,
172147,
172148,
172149,
173113,
173114,Harrison Township
173115,Harrison Township
173116,Harrison Township
173117,Harrison Township
173118,Harrison Township
173119,
173129,
173130,
173131,
173132,
173133,
173134,
173135,
173145,
173146,
173147,
173148,
174113,
174114,
174115,
174116,
174117,
174118,
174146,
174147,
